"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"1066","C81074",78,29,67
"1067","C81075",48,23,54
"1068","C81076",20,15,29
"1069","C81077",30,31,51
"1070","C81080",67,27,57
"1071","C81081",70,36,88
"1072","C81082",29,16,40
"1073","C81083",64,26,67
"1074","C81084",82,31,62
"1075","C81086",50,22,56
"1076","C81087",86,27,73
"1077","C81089",39,25,49
"1078","C81090",29,12,41
"1079","C81091",71,25,54
"1080","C81092",67,22,52
"1081","C81094",47,22,58
"1082","C81095",22,26,53
"1083","C81096",47,31,63
"1084","C81097",53,17,48
"1085","C81099",54,35,82
"1086","C81100",59,29,56
"1087","C81101",78,20,58
"1088","C81104",20,16,29
"1089","C81106",43,29,57
"1090","C81108",112,30,73
"1091","C81110",114,29,54
"1092","C81113",43,16,46
"1093","C81114",71,29,56
"1094","C81115",44,21,53
"1095","C81118",73,21,55
"1096","C81604",27,17,44
"1097","C81611",35,12,38
"1098","C81615",16,11,33
"1099","C81616",48,17,54
"1100","C81627",45,17,37
"1101","C81629",24,10,31
"1102","C81633",29,16,39
"1103","C81634",41,20,42
"1104","C81638",26,19,40
"1105","C81640",31,22,56
"1106","C81642",34,19,32
"1107","C81647",50,30,48
"1108","C81648",38,15,37
"1109","C81649",66,26,54
"1110","C81652",22,19,40
"1111","C81653",47,15,39
"1112","C81654",61,19,39
"1113","C81655",36,30,62
"1114","C81658",68,26,31
"1115","C81660",16,20,31
"1116","C81661",35,16,34
"1117","C81662",58,29,54
"1118","C81665",0,1,1
"1119","C81667",0,0,0
"1120","C81673",0,0,0
"1121","C82001",58,16,74
"1122","C82002",61,21,67
"1123","C82003",63,26,83
"1124","C82005",62,25,76
"1125","C82007",74,31,74
"1126","C82008",75,34,65
"1127","C82009",120,47,108
"1128","C82010",114,34,101
"1129","C82011",86,27,79
"1130","C82012",59,27,77
"1131","C82013",96,28,75
"1132","C82014",84,30,90
"1133","C82015",21,17,42
"1134","C82016",52,28,78
"1135","C82017",90,29,73
"1136","C82018",93,38,101
"1137","C82019",40,20,58
"1138","C82020",53,18,59
"1139","C82021",82,25,75
"1140","C82022",59,17,64
"1141","C82023",35,17,52
"1142","C82024",90,32,110
"1143","C82025",72,28,74
"1144","C82026",91,29,70
"1145","C82027",80,29,64
"1146","C82028",73,24,55
"1147","C82029",86,35,82
"1148","C82030",59,19,62
"1149","C82031",77,27,86
"1150","C82032",40,23,51
"1151","C82033",63,26,89
"1152","C82034",75,20,56
"1153","C82035",49,21,63
"1154","C82036",92,30,86
"1155","C82037",70,24,93
"1156","C82038",155,35,123
"1157","C82039",74,32,81
"1158","C82040",60,34,61
"1159","C82041",102,30,95
"1160","C82042",67,30,76
"1161","C82043",110,30,93
"1162","C82044",62,19,59
"1163","C82045",44,31,59
"1164","C82046",118,34,75
"1165","C82047",90,35,76
"1166","C82048",49,18,52
"1167","C82050",77,38,98
"1168","C82051",97,30,75
"1169","C82052",31,17,55
"1170","C82053",101,32,82
"1171","C82054",83,31,76
"1172","C82055",91,26,79
"1173","C82056",90,37,89
"1174","C82058",43,26,62
"1175","C82059",12,12,23
"1176","C82060",32,10,46
"1177","C82061",73,35,74
"1178","C82062",66,25,70
"1179","C82063",88,32,82
"1180","C82064",77,30,72
"1181","C82065",0,0,0
"1182","C82066",95,36,85
"1183","C82067",79,20,76
"1184","C82068",66,38,90
"1185","C82070",55,31,71
"1186","C82071",82,34,81
"1187","C82072",50,40,62
"1188","C82073",92,35,86
"1189","C82075",78,29,76
"1190","C82076",47,20,54
"1191","C82077",107,33,80
"1192","C82078",79,23,70
"1193","C82079",77,37,65
"1194","C82080",49,15,51
"1195","C82081",6,9,11
"1196","C82082",51,27,59
"1197","C82084",20,9,59
"1198","C82086",72,25,75
"1199","C82088",78,23,96
"1200","C82091",65,32,62
"1201","C82092",20,10,38
"1202","C82093",97,24,73
"1203","C82094",37,23,69
"1204","C82095",61,29,56
"1205","C82096",67,26,69
"1206","C82097",10,6,22
"1207","C82098",61,23,62
"1208","C82099",39,19,82
"1209","C82100",55,32,60
"1210","C82102",19,25,55
"1211","C82103",67,30,74
"1212","C82105",16,10,43
"1213","C82106",1,1,0
"1214","C82107",55,19,83
"1215","C82108",30,15,45
"1216","C82109",33,23,52
"1217","C82111",20,5,29
"1218","C82112",62,22,69
"1219","C82114",22,12,47
"1220","C82116",33,15,58
"1221","C82119",31,10,46
"1222","C82120",37,17,46
"1223","C82121",83,27,76
"1224","C82122",47,23,63
"1225","C82123",25,18,49
"1226","C82124",51,10,48
"1227","C82600",45,19,54
"1228","C82610",28,17,52
"1229","C82611",50,22,57
"1230","C82614",56,19,66
"1231","C82620",13,10,43
"1232","C82623",28,15,41
"1233","C82624",57,24,60
"1234","C82626",15,15,46
"1235","C82627",43,18,57
"1236","C82628",25,15,46
"1237","C82631",49,20,50
"1238","C82634",25,16,47
"1239","C82639",28,27,47
"1240","C82642",70,24,77
"1241","C82643",51,25,86
"1242","C82644",40,13,46
"1243","C82649",33,18,44
"1244","C82650",60,18,56
"1245","C82651",26,10,57
"1246","C82653",13,12,30
"1247","C82656",27,15,56
"1248","C82657",13,6,24
"1249","C82659",20,8,58
"1250","C82660",54,24,73
"1251","C82662",35,12,46
"1252","C82663",27,22,52
"1253","C82667",70,25,78
"1254","C82669",33,16,43
"1255","C82670",13,5,12
"1256","C82671",24,11,58
"1257","C82676",60,32,74
"1258","C82678",59,24,74
"1259","C82680",46,16,64
"1260","C83001",56,31,75
"1261","C83002",97,29,71
"1262","C83003",96,46,111
"1263","C83004",64,30,78
"1264","C83005",66,34,65
"1265","C83006",49,32,66
"1266","C83007",82,26,87
"1267","C83008",64,34,71
"1268","C83009",105,42,86
"1269","C83010",65,28,87
"1270","C83011",58,36,79
"1271","C83013",70,33,76
"1272","C83014",76,37,83
"1273","C83015",73,35,83
"1274","C83016",41,21,46
"1275","C83017",66,28,76
"1276","C83018",86,32,79
"1277","C83019",133,58,119
"1278","C83020",62,28,86
"1279","C83021",35,26,51
"1280","C83022",102,44,86
"1281","C83023",114,39,96
"1282","C83024",34,17,51
"1283","C83025",72,38,78
"1284","C83026",107,40,103
"1285","C83027",79,32,84
"1286","C83028",64,41,79
"1287","C83029",73,34,75
"1288","C83030",73,32,72
"1289","C83031",82,41,96
"1290","C83032",87,37,81
"1291","C83033",41,20,48
"1292","C83035",103,33,96
"1293","C83036",69,31,69
"1294","C83037",88,28,71
"1295","C83038",74,31,80
"1296","C83039",47,21,70
"1297","C83040",95,39,103
"1298","C83041",84,25,73
"1299","C83042",57,33,75
"1300","C83043",76,37,71
"1301","C83044",84,39,80
"1302","C83045",104,46,104
"1303","C83046",37,29,73
"1304","C83047",70,40,81
"1305","C83048",78,35,89
"1306","C83049",64,21,70
"1307","C83051",39,31,51
"1308","C83052",48,20,47
"1309","C83053",11,15,50
"1310","C83054",94,33,81
"1311","C83055",37,33,61
"1312","C83056",89,34,91
"1313","C83057",58,31,65
"1314","C83058",96,26,64
"1315","C83059",62,33,51
"1316","C83060",86,30,60
"1317","C83061",90,31,59
"1318","C83062",43,25,68
"1319","C83063",85,51,102
"1320","C83064",130,54,125
"1321","C83065",67,31,80
"1322","C83067",48,31,62
"1323","C83068",38,15,48
"1324","C83071",81,25,75
"1325","C83072",65,29,97
"1326","C83073",44,29,54
"1327","C83074",36,15,50
"1328","C83075",39,24,68
"1329","C83078",53,28,59
"1330","C83079",37,26,51
"1331","C83080",58,27,76
"1332","C83082",66,34,80
"1333","C83083",71,34,71
"1334","C83085",89,39,86
"1335","C83605",32,19,48
"1336","C83611",51,23,61
"1337","C83613",54,29,59
"1338","C83614",38,34,58
"1339","C83617",52,32,65
"1340","C83626",52,27,58
"1341","C83628",20,16,44
"1342","C83631",46,18,45
"1343","C83633",58,28,60
"1344","C83634",40,21,48
"1345","C83635",64,30,74
"1346","C83637",55,37,81
"1347","C83641",55,25,69
"1348","C83643",29,12,42
"1349","C83649",25,19,52
"1350","C83650",37,23,69
"1351","C83652",35,22,42
"1352","C83653",10,9,34
"1353","C84001",140,58,107
"1354","C84002",98,33,70
"1355","C84003",41,22,42
"1356","C84004",44,26,72
"1357","C84005",74,36,78
"1358","C84008",46,21,73
"1359","C84009",81,28,80
"1360","C84010",61,29,63
"1361","C84011",60,26,72
"1362","C84012",89,31,90
"1363","C84013",107,42,86
"1364","C84014",71,32,76
"1365","C84016",81,31,85
"1366","C84017",102,46,105
"1367","C84018",68,32,60
"1368","C84019",78,38,84
"1369","C84020",46,24,59
"1370","C84021",103,32,77
"1371","C84023",65,10,44
"1372","C84024",141,48,107
"1373","C84025",61,21,61
"1374","C84026",64,33,70
"1375","C84028",45,25,50
"1376","C84029",80,37,77
"1377","C84030",76,27,62
"1378","C84031",21,29,46
"1379","C84032",93,32,72
"1380","C84033",55,28,66
"1381","C84034",61,30,66
"1382","C84035",93,35,71
"1383","C84036",101,35,86
"1384","C84037",62,28,62
"1385","C84039",48,21,51
"1386","C84042",38,29,58
"1387","C84043",65,38,76
"1388","C84044",47,22,40
"1389","C84045",70,32,65
"1390","C84046",76,32,70
"1391","C84047",67,35,72
"1392","C84048",77,28,71
"1393","C84049",70,29,62
"1394","C84051",133,38,88
"1395","C84052",42,32,68
"1396","C84053",69,27,78
"1397","C84055",64,28,76
"1398","C84057",29,20,44
"1399","C84059",94,37,97
"1400","C84060",69,29,54
"1401","C84061",40,23,55
"1402","C84063",51,29,55
"1403","C84064",61,28,62
"1404","C84065",50,22,48
"1405","C84066",60,27,57
"1406","C84067",53,27,65
"1407","C84069",72,33,76
"1408","C84072",58,28,79
"1409","C84074",57,28,61
"1410","C84076",23,17,47
"1411","C84077",75,24,68
"1412","C84078",67,28,79
"1413","C84080",81,24,64
"1414","C84081",37,23,55
"1415","C84084",60,30,59
"1416","C84085",48,27,54
"1417","C84086",94,25,51
"1418","C84087",44,26,61
"1419","C84090",45,23,47
"1420","C84091",53,28,68
"1421","C84092",42,25,62
"1422","C84094",84,41,77
"1423","C84095",44,21,62
"1424","C84096",38,22,65
"1425","C84101",22,15,43
"1426","C84103",44,25,65
"1427","C84104",14,11,39
"1428","C84105",56,21,59
"1429","C84106",49,32,67
"1430","C84107",62,29,67
"1431","C84112",43,19,40
"1432","C84113",34,25,49
"1433","C84114",103,32,78
"1434","C84115",36,15,43
"1435","C84116",50,27,65
"1436","C84117",33,20,52
"1437","C84120",75,31,75
"1438","C84122",53,22,58
"1439","C84123",25,17,46
"1440","C84124",67,26,69
"1441","C84125",12,14,53
"1442","C84127",34,30,54
"1443","C84129",64,21,66
"1444","C84131",48,23,58
"1445","C84133",46,23,60
"1446","C84135",34,21,48
"1447","C84136",26,19,46
"1448","C84138",27,15,48
"1449","C84140",55,23,56
"1450","C84142",34,29,56
"1451","C84144",42,20,43
"1452","C84145",0,1,2
"1453","C84150",25,16,52
"1454","C84151",17,8,28
"1455","C84602",22,6,27
"1456","C84605",109,30,66
"1457","C84612",31,22,44
"1458","C84613",21,17,52
"1459","C84619",48,23,49
"1460","C84621",27,17,36
"1461","C84624",37,20,52
"1462","C84628",39,21,62
"1463","C84629",38,23,56
"1464","C84633",13,6,28
"1465","C84635",28,11,39
"1466","C84637",37,26,58
"1467","C84646",32,18,55
"1468","C84647",19,21,30
"1469","C84648",63,24,63
"1470","C84650",31,17,35
"1471","C84654",28,24,41
"1472","C84656",21,31,49
"1473","C84658",38,28,64
"1474","C84660",32,19,50
"1475","C84664",42,15,37
"1476","C84667",40,23,54
"1477","C84672",38,32,63
"1478","C84676",8,14,44
"1479","C84679",19,17,50
"1480","C84680",27,16,42
"1481","C84682",23,11,43
"1482","C84683",45,26,66
"1483","C84688",68,33,75
"1484","C84691",57,17,59
"1485","C84692",38,22,55
"1486","C84693",47,13,50
"1487","C84694",41,17,42
"1488","C84695",37,18,46
"1489","C84696",41,19,55
"1490","C84698",26,18,48
"1491","C84703",64,16,50
"1492","C84704",40,24,59
"1493","C84705",50,18,43
"1494","C84709",55,20,67
"1495","C84710",26,16,44
"1496","C84712",41,22,51
"1497","C84714",7,5,29
"1498","C84717",37,22,52
"1499","C84720",0,0,0
"1500","C84721",1,0,0
"1501","C85001",46,29,56
"1502","C85003",90,47,79
"1503","C85004",112,32,76
"1504","C85005",63,36,70
"1505","C85006",49,23,51
"1506","C85007",80,43,75
"1507","C85008",88,35,74
"1508","C85009",67,34,55
"1509","C85010",98,31,71
"1510","C85013",85,35,62
"1511","C85014",63,21,69
"1512","C85015",34,19,55
"1513","C85016",91,46,76
"1514","C85017",86,36,75
"1515","C85018",90,28,63
"1516","C85019",56,35,66
"1517","C85020",92,41,77
"1518","C85022",86,43,83
"1519","C85023",85,42,84
"1520","C85024",49,25,51
"1521","C85026",67,32,61
"1522","C85028",38,28,62
"1523","C85030",84,40,74
"1524","C85033",87,27,71
"1525","C85614",30,19,47
"1526","C85617",35,19,44
"1527","C85619",59,34,68
"1528","C85622",23,17,36
"1529","C85623",47,16,50
"1530","C85624",29,26,43
"1531","C85628",14,14,21
"1532","C86001",84,44,88
"1533","C86002",46,38,72
"1534","C86003",81,34,69
"1535","C86005",64,38,71
"1536","C86006",58,38,79
"1537","C86007",79,33,76
"1538","C86009",75,30,70
"1539","C86011",83,28,73
"1540","C86012",55,22,65
"1541","C86013",82,43,79
"1542","C86014",52,33,66
"1543","C86015",59,32,76
"1544","C86016",69,41,72
"1545","C86017",56,35,69
"1546","C86018",68,49,81
"1547","C86019",73,37,92
"1548","C86020",69,44,77
"1549","C86021",82,45,72
"1550","C86022",80,33,84
"1551","C86023",40,33,62
"1552","C86024",79,38,73
"1553","C86025",68,38,62
"1554","C86026",34,26,64
"1555","C86029",82,34,81
"1556","C86030",22,20,46
"1557","C86032",49,28,63
"1558","C86033",35,31,65
"1559","C86034",63,34,77
"1560","C86037",83,39,76
"1561","C86038",45,31,76
"1562","C86039",55,22,57
"1563","C86605",71,31,77
"1564","C86606",27,15,44
"1565","C86609",31,17,63
"1566","C86611",44,24,66
"1567","C86613",36,26,54
"1568","C86614",75,31,83
"1569","C86616",46,29,69
"1570","C86621",58,27,70
"1571","C86623",14,12,40
"1572","C86625",25,19,40
"1573","C86626",32,12,41
"1574","C87002",37,50,95
"1575","C87003",23,43,85
"1576","C87004",26,43,96
"1577","C87005",31,57,98
"1578","C87006",27,52,85
"1579","C87007",28,50,76
"1580","C87008",26,46,84
"1581","C87009",21,43,84
"1582","C87010",15,28,62
"1583","C87012",29,39,83
"1584","C87013",19,38,79
"1585","C87014",24,35,52
"1586","C87015",17,36,69
"1587","C87016",20,40,86
"1588","C87017",22,44,84
"1589","C87018",23,41,70
"1590","C87020",18,34,77
"1591","C87022",19,37,62
"1592","C87023",15,31,46
"1593","C87024",18,31,52
"1594","C87029",23,41,72
"1595","C87030",20,32,69
"1596","C87031",9,40,59
"1597","C87603",12,24,48
"1598","C87604",19,33,75
"1599","C87606",12,26,42
"1600","C87608",21,24,62
"1601","C87609",0,0,0
"1602","C87610",11,14,6
"1603","C87612",0,0,0
"1604","C87616",26,36,65
"1605","C87620",20,32,71
"1606","C87621",12,18,36
"1607","C87622",29,35,70
"1608","C88005",104,29,60
"1609","C88006",42,28,61
"1610","C88007",78,25,64
"1611","C88008",69,36,60
"1612","C88009",65,33,60
"1613","C88010",98,39,85
"1614","C88011",64,27,65
"1615","C88014",67,38,67
"1616","C88015",105,27,78
"1617","C88016",95,27,64
"1618","C88018",37,27,67
"1619","C88019",65,31,72
"1620","C88020",53,36,59
"1621","C88021",75,35,72
"1622","C88022",40,19,52
"1623","C88023",98,32,75
"1624","C88024",72,30,60
"1625","C88025",77,30,71
"1626","C88026",87,35,80
"1627","C88027",43,30,57
"1628","C88028",76,26,56
"1629","C88030",65,26,64
"1630","C88031",102,38,74
"1631","C88032",36,23,58
"1632","C88033",38,33,57
"1633","C88034",86,23,60
"1634","C88035",76,34,58
"1635","C88036",68,30,72
"1636","C88037",66,36,74
"1637","C88038",71,35,75
"1638","C88039",51,31,80
"1639","C88040",56,23,46
"1640","C88041",84,19,66
"1641","C88042",55,30,65
"1642","C88043",71,29,59
"1643","C88044",56,19,42
"1644","C88045",82,29,65
"1645","C88046",45,17,34
"1646","C88047",76,32,59
"1647","C88048",42,21,65
"1648","C88049",50,24,57
"1649","C88050",53,29,50
"1650","C88051",91,18,63
"1651","C88052",72,26,54
"1652","C88053",37,11,42
"1653","C88054",72,34,67
"1654","C88057",21,18,42
"1655","C88059",22,8,30
"1656","C88060",58,17,61
"1657","C88061",4,0,2
"1658","C88062",50,15,45
"1659","C88068",30,17,39
"1660","C88069",121,36,89
"1661","C88070",78,35,70
"1662","C88072",90,41,80
"1663","C88073",72,27,52
"1664","C88074",50,26,58
"1665","C88076",62,23,58
"1666","C88077",47,23,51
"1667","C88078",63,25,67
"1668","C88079",84,26,46
"1669","C88082",12,14,39
"1670","C88083",31,15,35
"1671","C88084",57,21,50
"1672","C88085",80,32,60
"1673","C88086",22,22,41
"1674","C88087",57,32,59
"1675","C88088",49,38,65
"1676","C88090",33,38,48
"1677","C88091",24,21,46
"1678","C88092",80,36,77
"1679","C88095",62,25,58
"1680","C88096",58,26,71
"1681","C88622",25,21,45
"1682","C88626",42,22,39
"1683","C88627",32,9,29
"1684","C88631",17,9,38
"1685","C88638",1,5,2
"1686","C88643",33,23,45
"1687","C88647",37,23,59
"1688","C88648",61,30,58
"1689","C88652",25,11,34
"1690","C88655",9,14,33
"1691","C88656",31,15,36
"1692","D81001",33,16,64
"1693","D81002",63,24,70
"1694","D81003",29,23,61
"1695","D81004",57,24,67
"1696","D81005",30,12,49
"1697","D81007",58,36,74
"1698","D81008",72,41,87
"1699","D81009",45,21,51
"1700","D81010",68,32,90
"1701","D81011",57,37,80
"1702","D81012",57,30,74
"1703","D81013",48,17,40
"1704","D81014",75,37,87
"1705","D81015",41,29,71
"1706","D81016",51,30,65
"1707","D81017",36,21,52
"1708","D81018",45,27,77
"1709","D81019",36,19,60
"1710","D81020",87,32,82
"1711","D81021",48,34,94
"1712","D81022",45,39,76
"1713","D81023",76,33,81
"1714","D81024",43,31,63
"1715","D81025",57,25,71
"1716","D81026",95,37,104
"1717","D81027",34,33,63
"1718","D81028",65,24,69
"1719","D81029",52,34,93
"1720","D81030",70,23,66
"1721","D81031",70,26,68
"1722","D81032",52,28,89
"1723","D81033",39,20,55
"1724","D81034",75,40,94
"1725","D81035",51,21,62
"1726","D81036",30,31,61
"1727","D81037",17,13,38
"1728","D81038",35,21,55
"1729","D81039",46,23,69
"1730","D81040",15,14,45
"1731","D81041",33,29,65
"1732","D81042",32,22,49
"1733","D81043",98,35,94
"1734","D81044",66,32,65
"1735","D81045",50,24,69
"1736","D81046",72,34,82
"1737","D81047",59,28,71
"1738","D81048",1,9,0
"1739","D81049",64,22,61
"1740","D81050",67,33,80
"1741","D81051",40,26,66
"1742","D81052",46,31,82
"1743","D81053",60,33,76
"1744","D81054",39,23,58
"1745","D81055",48,22,59
"1746","D81056",22,14,47
"1747","D81057",71,36,93
"1748","D81058",47,15,62
"1749","D81059",34,27,70
"1750","D81060",38,26,59
"1751","D81061",74,34,85
"1752","D81062",36,24,75
"1753","D81063",43,23,69
"1754","D81064",31,29,74
"1755","D81065",36,21,60
"1756","D81066",41,17,51
"1757","D81070",34,17,48
"1758","D81071",52,29,69
"1759","D81073",30,26,65
"1760","D81074",32,17,52
"1761","D81078",19,13,51
"1762","D81081",29,20,49
"1763","D81082",41,28,68
"1764","D81084",45,27,62
"1765","D81085",38,27,64
"1766","D81086",50,25,64
"1767","D81087",32,15,53
"1768","D81602",32,19,41
"1769","D81603",59,30,77
"1770","D81605",26,14,54
"1771","D81606",24,17,38
"1772","D81607",17,8,30
"1773","D81611",12,16,45
"1774","D81612",22,14,47
"1775","D81615",40,17,57
"1776","D81616",28,17,52
"1777","D81618",27,8,44
"1778","D81619",27,18,54
"1779","D81620",22,14,33
"1780","D81622",46,31,75
"1781","D81623",15,14,45
"1782","D81624",46,16,56
"1783","D81625",62,30,67
"1784","D81629",43,32,65
"1785","D81630",50,22,52
"1786","D81631",43,23,69
"1787","D81632",0,0,0
"1788","D81633",41,24,69
"1789","D81634",1,1,0
"1790","D81637",47,22,64
"1791","D81638",1,0,0
"1792","D81639",1,0,0
"1793","D81645",20,25,46
"1794","D82001",53,48,82
"1795","D82002",52,47,85
"1796","D82003",59,32,88
"1797","D82004",57,36,95
"1798","D82005",50,37,75
"1799","D82006",49,23,63
"1800","D82007",63,40,84
"1801","D82008",47,26,75
"1802","D82009",33,33,78
"1803","D82010",34,26,66
"1804","D82011",79,34,88
"1805","D82012",40,32,60
"1806","D82013",33,22,60
"1807","D82015",48,36,101
"1808","D82016",49,25,63
"1809","D82017",58,35,67
"1810","D82018",48,26,68
"1811","D82019",45,27,75
"1812","D82020",64,33,82
"1813","D82022",67,28,63
"1814","D82023",41,27,72
"1815","D82024",45,30,79
"1816","D82025",72,37,82
"1817","D82026",46,25,63
"1818","D82027",47,35,77
"1819","D82028",40,24,65
"1820","D82029",88,34,96
"1821","D82030",37,23,66
"1822","D82031",47,34,79
"1823","D82032",41,25,65
"1824","D82034",70,36,88
"1825","D82035",44,38,77
"1826","D82036",45,23,58
"1827","D82037",44,29,78
"1828","D82038",23,31,46
"1829","D82039",45,20,66
"1830","D82040",52,44,72
"1831","D82041",60,42,93
"1832","D82042",39,31,56
"1833","D82043",37,27,86
"1834","D82044",101,61,124
"1835","D82045",78,30,90
"1836","D82046",23,22,58
"1837","D82047",39,29,62
"1838","D82048",58,27,78
"1839","D82049",26,15,43
"1840","D82050",31,17,48
"1841","D82051",62,39,88
"1842","D82053",41,39,66
"1843","D82054",70,39,90
"1844","D82056",77,25,56
